n,modo,ordem_criacao,ordem_termino,bateu,inversoes
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-14-11-10-9-8-7-6-5-4-3-2-1-0-15,0,103
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-14-10-9-8-7-6-5-4-3-2-1-0-15,0,102
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-15,0,105
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
16,0,0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15,13-12-11-10-9-8-7-6-5-4-3-2-1-0-14-15,0,91
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,1-0,0,1
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,1-0,0,1
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
2,1,0-1,0-1,1,0
4,1,0-1-2-3,2-0-1-3,0,2
